"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
16400,12/31/2017 0:00:00,8584,0.00,0.00,0.00,0.00,0.00,0.00,10126408.00,10126408.00,0.00,0.00,0.00,0.00,23858464.00,0.00,23858464.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30516.00,0.00,30516.00,1656029.00,0.00,1656029.00,41754197.00,41754197.00,0.00,6082780.00,0.00,6082780.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,23.00,0.00,40.00,40.00,0.00,0.00,0.00,14.00,0.00,40.00,303.00,0.00,553.00,0.00,0.00,0.00,0.00,0.00,71.00
16401,12/31/2017 0:00:00,8585,0.00,0.00,0.00,0.00,0.00,0.00,1017089.00,1017089.00,0.00,0.00,0.00,0.00,3590542.00,0.00,3590542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800042.00,0.00,800042.00,0.00,0.00,0.00,6238810.00,6238810.00,0.00,831137.00,0.00,831137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,136.00
16402,12/31/2017 0:00:00,8586,0.00,0.00,0.00,0.00,0.00,0.00,8974673.00,8974673.00,0.00,0.00,0.00,0.00,41724527.00,0.00,41724527.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6246442.00,0.00,6246442.00,0.00,0.00,0.00,61895125.00,61895125.00,0.00,4949483.00,0.00,4949483.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.00,433.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00
16408,12/31/2017 0:00:00,8590,0.00,0.00,0.00,0.00,0.00,0.00,14156962.00,14156962.00,0.00,0.00,0.00,0.00,20857565.00,0.00,20857565.00,0.00,0.00,0.00,0.00,0.00,0.00,1287613.00,0.00,1287613.00,778819.00,778819.00,0.00,8474349.00,0.00,8474349.00,0.00,0.00,0.00,45817380.00,45817380.00,0.00,2328504.00,0.00,2328504.00,26.00,0.00,1.00,2.00,0.00,0.00,10.00,0.00,3.00,0.00,21.00,0.00,23.00,2.00,0.00,6.00,0.00,3.00,26.00,315.00,467.00,0.00,2.00,0.00,0.00,0.00,2.00,703.00
16410,12/31/2017 0:00:00,8591,0.00,0.00,0.00,0.00,0.00,0.00,13936455.00,13936455.00,0.00,0.00,0.00,0.00,32949520.00,0.00,32949520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7733697.00,0.00,7733697.00,0.00,0.00,0.00,71446303.00,71446303.00,0.00,16826631.00,0.00,16826631.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698.00,0.00,610.00,0.00,0.00,0.00,0.00,0.00,61.00
16411,12/31/2017 0:00:00,8592,0.00,0.00,0.00,0.00,0.00,0.00,704610.00,704610.00,0.00,0.00,0.00,0.00,4278847.00,0.00,4278847.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36501.00,0.00,36501.00,0.00,0.00,0.00,5019958.00,5019958.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,8.00,46.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16416,12/31/2017 0:00:00,8595,0.00,0.00,0.00,0.00,0.00,0.00,1285147.00,1285147.00,0.00,0.00,0.00,0.00,6643258.00,0.00,6643258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1210443.00,0.00,1210443.00,12962643.00,12962643.00,0.00,3823795.00,0.00,3823795.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
16429,12/31/2017 0:00:00,8604,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,642187.00,642187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,642187.00,0.00,642187.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00
16435,12/31/2017 0:00:00,8608,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248700.00,0.00,248700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,248700.00,248700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00
16437,12/31/2017 0:00:00,8609,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265712.00,0.00,265712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,265712.00,265712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16444,12/31/2017 0:00:00,8612,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2162147.00,0.00,2162147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81175.00,0.00,81175.00,0.00,0.00,0.00,2243322.00,2243322.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,238.00
16449,12/31/2017 0:00:00,8615,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.00
16453,12/31/2017 0:00:00,8617,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00
16467,12/31/2017 0:00:00,8622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16473,12/31/2017 0:00:00,8625,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16476,12/31/2017 0:00:00,8627,0.00,0.00,0.00,0.00,0.00,0.00,1412697.00,1412697.00,0.00,3424976.00,3424976.00,0.00,4057838.00,0.00,4057838.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380436.00,0.00,380436.00,0.00,0.00,0.00,11424347.00,11424347.00,0.00,2148400.00,0.00,2148400.00,15.00,4.00,0.00,0.00,0.00,0.00,6.00,0.00,7.00,4.00,14.00,4.00,19.00,1.00,0.00,0.00,0.00,1.00,19.00,186.00,80.00,0.00,1.00,0.00,0.00,0.00,1.00,189.00
16479,12/31/2017 0:00:00,8629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2723135.00,0.00,2723135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,274303.00,0.00,274303.00,4055235.00,4055235.00,0.00,1057797.00,0.00,1057797.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,5.00,0.00,0.00,4.00,0.00,0.00,5.00,12.00,56.00,26.00,0.00,0.00,0.00,0.00,0.00,314.00
16500,12/31/2017 0:00:00,8637,0.00,0.00,0.00,0.00,0.00,0.00,3678512.00,3678512.00,0.00,0.00,0.00,0.00,3932321.00,0.00,3932321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25501.00,0.00,25501.00,1423139.00,0.00,1423139.00,9225278.00,9225278.00,0.00,165805.00,0.00,165805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,610.00,0.00,252.00,0.00,0.00,0.00,0.00,0.00,364.00
16520,12/31/2017 0:00:00,8653,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
16525,12/31/2017 0:00:00,8657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16532,12/31/2017 0:00:00,8661,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16537,12/31/2017 0:00:00,8665,0.00,0.00,0.00,0.00,0.00,0.00,57715.00,57715.00,0.00,0.00,0.00,0.00,1766511.00,0.00,1766511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42730.00,0.00,42730.00,0.00,0.00,0.00,2115492.00,2115492.00,0.00,248536.00,0.00,248536.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,48.00
16547,12/31/2017 0:00:00,8670,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
16556,12/31/2017 0:00:00,8675,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416847.00,0.00,416847.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2111.00,0.00,2111.00,849766.00,0.00,849766.00,2165740.00,2165740.00,0.00,897016.00,0.00,897016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,107.00
16568,12/31/2017 0:00:00,8682,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
16570,12/31/2017 0:00:00,8683,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16571,12/31/2017 0:00:00,8684,0.00,0.00,0.00,0.00,0.00,0.00,87337.00,87337.00,0.00,0.00,0.00,0.00,500000.00,0.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40941.00,0.00,40941.00,0.00,0.00,0.00,1173714.00,1173714.00,0.00,545436.00,0.00,545436.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
16574,12/31/2017 0:00:00,8685,0.00,0.00,0.00,0.00,0.00,0.00,19754040.00,19754040.00,0.00,110909.00,110909.00,0.00,21100987.00,0.00,21100987.00,0.00,0.00,0.00,2743250.00,0.00,2743250.00,0.00,0.00,0.00,2743250.00,2743250.00,0.00,6071616.00,0.00,6071616.00,0.00,372580.00,372580.00,73712387.00,73339807.00,372580.00,26302255.00,0.00,26302255.00,72.00,8.00,0.00,41.00,0.00,0.00,2.00,0.00,6.00,8.00,26.00,8.00,34.00,5.00,0.00,16.00,0.00,46.00,80.00,1448.00,1470.00,9.00,0.00,0.00,0.00,0.00,0.00,1457.00
16577,12/31/2017 0:00:00,8687,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2655271.00,0.00,2655271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2660766.00,2660766.00,0.00,5495.00,0.00,5495.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,2.00,129.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00
16584,12/31/2017 0:00:00,8691,0.00,0.00,0.00,0.00,0.00,0.00,534492.00,534492.00,0.00,0.00,0.00,0.00,209809.00,0.00,209809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3742.00,0.00,3742.00,0.00,0.00,0.00,748043.00,748043.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
16590,12/31/2017 0:00:00,8693,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00
16605,12/31/2017 0:00:00,8702,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2117079.00,0.00,2117079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2117079.00,2117079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00
16614,12/31/2017 0:00:00,8710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16619,12/31/2017 0:00:00,8714,0.00,0.00,0.00,0.00,0.00,0.00,2534668.00,2534668.00,0.00,0.00,0.00,0.00,2097555.00,0.00,2097555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112369.00,0.00,112369.00,0.00,0.00,0.00,4744592.00,4744592.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00
16624,12/31/2017 0:00:00,8716,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
16626,12/31/2017 0:00:00,8717,0.00,0.00,0.00,0.00,0.00,0.00,36749041.00,36749041.00,0.00,2923585.00,2923585.00,0.00,35333604.00,0.00,35333604.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71700.00,71700.00,0.00,2301385.00,0.00,2301385.00,0.00,0.00,0.00,94275477.00,94275477.00,0.00,16967862.00,0.00,16967862.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1109.00,1549.00,402.00,0.00,0.00,0.00,0.00,0.00,1383.00
16636,12/31/2017 0:00:00,8722,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
16655,12/31/2017 0:00:00,8731,0.00,0.00,0.00,0.00,0.00,0.00,249778.00,249778.00,0.00,0.00,0.00,0.00,373271.00,0.00,373271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23518.00,0.00,23518.00,519880.00,0.00,519880.00,1166447.00,1166447.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,88.00
16657,12/31/2017 0:00:00,8733,0.00,0.00,0.00,0.00,0.00,0.00,6119950.00,6119950.00,0.00,0.00,0.00,0.00,6565000.00,0.00,6565000.00,0.00,0.00,0.00,500000.00,0.00,500000.00,0.00,0.00,0.00,928208.00,928208.00,0.00,5871.00,0.00,5871.00,2522248.00,0.00,2522248.00,17890209.00,17890209.00,0.00,2677140.00,0.00,2677140.00,49.00,7.00,3.00,10.00,0.00,0.00,3.00,6.00,16.00,0.00,34.00,7.00,41.00,2.00,0.00,15.00,0.00,15.00,56.00,346.00,375.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00
16672,12/31/2017 0:00:00,8741,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7031.00,0.00,7031.00,0.00,0.00,0.00,58613.00,58613.00,0.00,51582.00,0.00,51582.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,79.00
16682,12/31/2017 0:00:00,8746,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00
16699,12/31/2017 0:00:00,8754,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
16702,12/31/2017 0:00:00,8756,0.00,0.00,0.00,0.00,0.00,0.00,182655.00,182655.00,0.00,0.00,0.00,0.00,645933.00,0.00,645933.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840307.00,840307.00,0.00,11719.00,0.00,11719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
16706,12/31/2017 0:00:00,8758,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4358750.00,0.00,4358750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4877484.00,4877484.00,0.00,518734.00,0.00,518734.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,51.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,177.00
16728,12/31/2017 0:00:00,8770,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
